customerid,customer_name,gender,country,state,dob,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,escalations,csat_score,complaint_count
100147,Warda Ratta,Female,India,Tamil Nadu,2004-12-20,2022-07-31 14:22:25,Regular,2023-05-19 14:22:25,Basic,Monthly,2023-07-02 14:22:25,Network Issues,376,12032.0,61,1,3,3,1
100148,Manbir Ahluwalia,Male,India,Uttar Pradesh,1983-08-01,2023-09-23 21:47:44,Regular,2024-02-22 21:47:44,Basic,Monthly,,Active,383,4596.0,47,0,1,4,2
100149,Pavani Kanda,Male,India,Tamil Nadu,1975-12-29,2024-07-02 12:30:04,Regular,2025-03-06 12:30:04,Basic,Monthly,2025-06-14 12:30:04,Poor Service,371,13727.0,74,1,0,2,4
100150,Zarna Shetty,Male,India,Maharashtra,1985-03-29,2023-04-15 07:43:44,Regular,2024-02-14 07:43:44,Basic,Monthly,,Active,489,10269.0,41,0,0,5,0
100151,Zaid Dara,Female,India,Karnataka,1999-05-08,2024-09-09 00:01:49,Premium,2025-01-14 00:01:49,Premium,Annual,,Active,1278,61471.8,30,0,2,5,1
100152,Kiaan Shetty,Male,India,Maharashtra,1979-08-29,2023-03-07 21:29:20,Regular,2023-04-11 21:29:20,Standard,Annual,,Active,829,10777.0,27,0,1,5,2
100153,Saanvi Thaman,Male,India,Uttar Pradesh,1974-05-01,2024-08-10 10:07:23,Regular,2025-01-09 10:07:23,Standard,Monthly,,Active,568,28968.0,39,0,0,3,1
100154,Sanaya Dutt,Male,India,Telangana,1994-02-26,2023-01-09 15:45:16,Regular,2023-05-04 15:45:16,Standard,Annual,2023-08-31 15:45:16,Poor Service,507,12675.0,61,1,0,1,2
100155,Shivani Lad,Female,India,Tamil Nadu,1992-07-01,2023-07-07 12:51:49,Regular,2024-03-22 12:51:49,Basic,Annual,,Active,372,16368.0,27,0,0,5,3
100156,Aradhana Verma,Male,India,Karnataka,1967-09-02,2024-04-09 21:36:29,Premium,2024-07-28 21:36:29,Premium,Monthly,,Active,1057,68705.0,54,0,3,5,2
100157,William Maharaj,Female,India,Maharashtra,1990-04-19,2024-07-28 08:25:29,Regular,2025-03-05 08:25:29,Basic,Monthly,,Active,415,4980.0,36,0,0,3,1
100158,Faras Mangal,Female,India,Telangana,1999-05-21,2024-11-10 00:37:23,Regular,2025-08-21 00:37:23,Basic,Annual,,Active,435,17835.0,13,0,0,3,1
100159,Anita Nayak,Male,India,Delhi,2001-09-15,2023-03-03 13:58:59,Regular,2023-05-12 13:58:59,Standard,Monthly,2023-06-30 13:58:59,High Pricing,850,40800.0,69,1,3,3,2
100160,Faris Devi,Female,India,Karnataka,1976-08-08,2023-06-19 01:15:35,Premium,2024-02-21 01:15:35,Premium,Annual,,Active,1264,47652.8,17,0,0,5,0
100161,Vihaan Rajagopal,Male,India,Tamil Nadu,1997-10-21,2023-01-15 23:44:04,Premium,2023-06-07 23:44:04,Premium,Monthly,,Active,914,48716.200000000004,27,0,0,4,0
100162,Tanish Bhatt,Female,India,Maharashtra,2001-02-10,2023-01-31 19:36:13,Regular,2023-09-17 19:36:13,Basic,Monthly,2023-05-10 19:36:13,High Pricing,444,16872.0,71,1,3,5,2
100163,Nikita Narayanan,Female,India,Karnataka,1995-09-14,2022-04-28 10:16:46,Premium,2022-10-09 10:16:46,Premium,Monthly,,Active,1431,111618.0,15,0,0,5,1
100164,Ojasvi Bhatia,Female,India,Delhi,1984-11-05,2022-09-04 19:39:02,Regular,2023-04-20 19:39:02,Basic,Monthly,,Active,413,24780.0,59,0,3,3,1
100165,Osha Ramachandran,Male,India,Maharashtra,1976-12-18,2024-12-16 00:53:27,Regular,2025-06-20 00:53:27,Basic,Annual,,Active,352,14432.0,26,0,0,4,0
100166,Lajita Sood,Female,India,Rajasthan,2005-01-02,2023-05-12 02:28:07,Premium,2024-04-28 02:28:07,Premium,Monthly,,Active,1368,99590.40000000001,34,0,0,5,0
100167,Indira Misra,Male,India,Maharashtra,1987-01-16,2023-12-01 00:53:30,Premium,2024-11-27 00:53:30,Premium,Monthly,2024-03-30 00:53:30,High Pricing,1220,74542.0,72,1,0,5,2
100168,Oni Yohannan,Male,India,Maharashtra,1998-06-18,2022-11-18 18:51:50,Regular,2023-10-19 18:51:50,Standard,Annual,2023-09-11 18:51:50,Poor Service,700,22400.0,88,1,3,2,3
100169,Vinaya Kanda,Male,India,Maharashtra,1966-04-10,2023-10-27 05:35:40,Regular,2024-01-08 05:35:40,Standard,Monthly,,Active,507,13689.0,34,0,0,4,1
100170,Rajata Sunder,Female,India,Telangana,1979-08-03,2024-11-05 21:19:41,Premium,2025-06-27 21:19:41,Premium,Monthly,2025-01-20 21:19:41,High Pricing,1385,50414.0,71,1,0,5,4
100171,Lopa Nayar,Female,India,Delhi,1979-10-30,2024-08-06 09:04:26,Regular,2025-06-18 09:04:26,Standard,Monthly,,Active,635,18415.0,25,0,0,5,1
100172,Noah Sibal,Male,India,Gujarat,1987-03-22,2024-05-13 18:49:02,Premium,2025-04-30 18:49:02,Premium,Monthly,,Active,1310,76635.0,18,0,0,3,1
100173,Avi Ramesh,Male,India,Maharashtra,1965-10-15,2023-10-14 07:24:30,Regular,2024-06-21 07:24:30,Standard,Monthly,2023-11-28 07:24:30,Poor Service,882,28224.0,92,1,1,2,5
100174,Fiyaz Sangha,Male,India,Maharashtra,1973-10-01,2022-10-19 20:32:01,Premium,2023-08-03 20:32:01,Premium,Monthly,,Active,1488,44491.200000000004,29,0,0,5,1
100175,Triya Gopal,Female,India,Delhi,1989-10-29,2024-07-16 07:10:35,Premium,2024-11-12 07:10:35,Premium,Monthly,,Active,1205,65793.0,39,0,1,5,0
100176,Abha Raghavan,Male,India,Uttar Pradesh,1970-06-16,2023-04-08 11:51:58,Regular,2023-08-18 11:51:58,Basic,Annual,,Active,424,8904.0,20,0,1,5,0
100177,Siddharth Sha,Female,India,Uttar Pradesh,1985-05-26,2024-01-27 01:09:16,Premium,2024-09-17 01:09:16,Premium,Monthly,,Active,1357,91733.2,15,0,0,5,0
100178,Geetika Raghavan,Male,India,Maharashtra,1973-01-04,2022-04-10 11:16:23,Regular,2023-04-05 11:16:23,Standard,Monthly,,Active,665,9975.0,35,0,0,3,2
100179,Oviya Krishnan,Female,India,Gujarat,2004-09-28,2023-08-16 15:18:24,Regular,2024-06-03 15:18:24,Basic,Monthly,2024-03-27 15:18:24,Poor Service,448,11648.0,75,1,0,2,4
100180,Upma Bahl,Male,India,Rajasthan,1968-01-26,2023-12-06 08:04:40,Regular,2024-01-31 08:04:40,Standard,Annual,,Active,626,33178.0,45,0,3,3,1
100181,Inaya Kapur,Male,India,Delhi,1979-07-17,2024-01-23 17:31:30,Regular,2024-02-28 17:31:30,Basic,Monthly,,Active,380,19760.0,25,0,0,4,0
100182,Banjeet Balasubramanian,Male,India,Uttar Pradesh,1966-03-23,2023-02-17 08:02:05,Regular,2023-12-07 08:02:05,Standard,Annual,,Active,801,31239.0,23,0,0,3,0
100183,Ryan Bahri,Female,India,Maharashtra,1995-03-09,2023-05-26 16:13:39,Premium,2023-08-05 16:13:39,Premium,Monthly,,Active,1391,32549.4,30,0,1,5,5
100184,William Date,Female,India,Rajasthan,1997-03-14,2022-05-29 12:40:30,Regular,2023-02-03 12:40:30,Basic,Annual,,Active,491,10802.0,46,0,2,3,2
100185,Ishwar Kamdar,Male,India,Telangana,2005-10-14,2023-12-22 07:58:52,Regular,2024-06-22 07:58:52,Basic,Monthly,,Active,372,14880.0,33,0,0,5,1
100186,Aahana Pillay,Female,India,Rajasthan,1983-02-23,2022-08-07 18:59:06,Premium,2022-11-05 18:59:06,Premium,Annual,,Active,1188,69498.0,36,0,2,5,1
100187,Ishwar Gade,Female,India,Tamil Nadu,1972-12-06,2022-02-21 07:05:48,Regular,2022-12-23 07:05:48,Basic,Monthly,,Active,359,14719.0,38,0,0,3,1
100188,Hritik Bal,Female,India,Karnataka,1966-12-23,2022-01-26 10:58:22,Regular,2022-10-03 10:58:22,Basic,Annual,,Active,481,18278.0,28,0,0,4,0
100189,Keya Ranganathan,Female,India,Rajasthan,1970-12-04,2023-05-01 18:50:01,Regular,2023-08-17 18:50:01,Basic,Monthly,,Active,322,11592.0,32,0,0,3,3
100190,Faqid Kibe,Male,India,Karnataka,1994-07-02,2023-06-29 03:21:03,Regular,2023-10-23 03:21:03,Standard,Monthly,,Active,788,46492.0,46,0,1,5,0
100191,Charvi Dara,Male,India,Karnataka,1991-02-17,2024-09-25 09:42:04,Regular,2025-01-11 09:42:04,Standard,Monthly,,Active,527,25823.0,26,0,0,4,1
100192,Idika Walia,Female,India,Tamil Nadu,1975-11-25,2024-03-12 07:13:38,Premium,2024-05-31 07:13:38,Premium,Annual,,Active,1121,74322.3,2,0,0,5,4
100193,Kamala Biswas,Female,India,Telangana,1977-04-30,2022-08-01 08:45:03,Regular,2023-07-26 08:45:03,Standard,Annual,,Active,582,19788.0,30,0,0,5,2
100194,Advik Salvi,Female,India,Rajasthan,1996-09-11,2023-11-26 08:15:14,Premium,2024-08-21 08:15:14,Premium,Monthly,,Active,1143,59436.0,27,0,0,4,2
100195,Hitesh Sant,Male,India,Maharashtra,1969-09-22,2023-04-29 03:42:37,Regular,2023-10-03 03:42:37,Standard,Monthly,,Active,653,14366.0,29,0,0,4,2
100196,Tripti Dua,Male,India,Telangana,1989-04-30,2023-05-05 05:09:06,Regular,2024-03-15 05:09:06,Basic,Monthly,,Active,351,5265.0,42,0,0,4,2
100197,Patrick Vig,Female,India,Telangana,1974-05-07,2024-01-28 22:24:02,Regular,2024-10-12 22:24:02,Standard,Annual,,Active,528,24816.0,10,0,0,3,3
100198,Veda Shroff,Female,India,Maharashtra,1966-05-10,2023-05-16 14:44:52,Regular,2023-12-26 14:44:52,Standard,Annual,,Active,894,37548.0,14,0,0,4,1
100199,Amrita Naidu,Female,India,Delhi,1967-08-06,2024-06-30 21:53:11,Regular,2024-11-07 21:53:11,Standard,Annual,,Active,712,14952.0,30,0,0,5,2
100200,Gabriel Mallick,Female,India,Karnataka,1965-01-23,2022-10-13 08:22:29,Regular,2023-09-12 08:22:29,Basic,Monthly,2023-08-28 08:22:29,Poor Service,420,11340.0,76,1,0,2,2
100201,Yagnesh Shetty,Female,India,Karnataka,1968-02-03,2023-12-12 04:54:28,Regular,2024-01-14 04:54:28,Basic,Annual,,Active,421,17261.0,28,0,0,5,0
100202,Gayathri Balakrishnan,Male,India,Rajasthan,2003-04-18,2022-02-09 13:06:28,Regular,2022-12-20 13:06:28,Basic,Annual,,Active,462,21252.0,15,0,0,5,2
100203,Ekta Gopal,Male,India,Tamil Nadu,1966-07-12,2023-11-15 00:02:34,Regular,2024-07-01 00:02:34,Basic,Monthly,,Active,390,21450.0,26,0,0,5,2
100204,Simon Pant,Female,India,Telangana,1991-11-09,2022-02-10 22:16:05,Regular,2022-08-20 22:16:05,Standard,Monthly,,Active,654,18312.0,36,0,1,3,1
100205,Harini Mammen,Female,India,Rajasthan,2001-03-21,2023-01-07 09:22:32,Regular,2023-10-03 09:22:32,Basic,Monthly,,Active,453,7248.0,44,0,0,3,4
100206,Advaith Varughese,Male,India,Delhi,1975-03-20,2023-12-16 13:01:58,Regular,2024-07-18 13:01:58,Standard,Monthly,,Active,699,9786.0,37,0,0,3,0
100207,Frederick Khurana,Male,India,Telangana,1979-08-17,2024-04-24 20:51:25,Regular,2024-08-12 20:51:25,Basic,Monthly,,Active,440,11880.0,48,0,1,5,0
100208,Vrinda Khosla,Female,India,Delhi,1984-02-29,2022-03-21 21:15:43,Regular,2022-07-02 21:15:43,Basic,Monthly,2022-12-09 21:15:43,Poor Service,480,7200.0,70,1,0,2,3
100209,Vritti Sem,Male,India,Uttar Pradesh,1984-08-31,2022-08-31 13:12:08,Regular,2023-04-01 13:12:08,Standard,Monthly,,Active,658,13160.0,46,0,1,3,0
100210,Girik Menon,Male,India,Maharashtra,1984-04-05,2023-06-12 16:50:01,Regular,2024-03-04 16:50:01,Basic,Monthly,,Active,325,4875.0,37,0,0,3,2
100211,Nidhi Kohli,Female,India,Rajasthan,1969-07-15,2022-10-05 19:21:52,Premium,2023-06-05 19:21:52,Premium,Monthly,,Active,1414,58822.4,22,0,0,5,2
100212,Jyoti Solanki,Female,India,Maharashtra,1976-06-05,2024-05-31 02:39:01,Regular,2024-09-18 02:39:01,Basic,Monthly,,Active,347,7287.0,38,0,0,4,3
100213,Pavani Narayanan,Female,India,Karnataka,1979-11-25,2022-02-07 13:12:30,Regular,2022-10-17 13:12:30,Basic,Annual,,Active,488,20496.0,57,0,3,4,1
100214,Sudiksha Madan,Male,India,Telangana,1989-08-21,2024-09-25 09:02:10,Premium,2025-05-01 09:02:10,Premium,Monthly,,Active,1301,47356.4,18,0,0,4,1
100215,Zayan Kashyap,Female,India,Delhi,1974-01-26,2022-01-31 21:26:50,Regular,2022-09-18 21:26:50,Standard,Monthly,,Active,779,21033.0,50,0,2,3,1
100216,Reyansh Mutti,Male,India,Gujarat,2001-06-30,2023-01-20 14:31:57,Regular,2023-08-28 14:31:57,Basic,Monthly,,Active,342,17100.0,30,0,0,5,1
100217,Qasim Handa,Male,India,Delhi,2000-09-29,2023-06-19 01:21:56,Regular,2024-01-04 01:21:56,Basic,Annual,,Active,426,24708.0,54,0,3,4,1
100218,Veda Malhotra,Female,India,Telangana,1988-09-02,2022-09-02 20:51:44,Regular,2023-05-11 20:51:44,Standard,Annual,2023-07-30 20:51:44,Poor Service,688,11696.0,62,1,0,2,0
100219,Harish Hari,Female,India,Karnataka,1995-07-30,2022-05-15 18:24:36,Premium,2022-06-30 18:24:36,Premium,Monthly,,Active,1215,64759.5,31,0,1,4,2
100220,Utkarsh Patel,Female,India,Maharashtra,1971-05-14,2022-10-05 22:20:28,Premium,2023-05-21 22:20:28,Premium,Annual,2023-01-29 22:20:28,High Pricing,935,31603.0,62,1,1,5,4
100221,Chasmum Atwal,Female,India,Karnataka,1991-05-24,2024-06-08 00:02:18,Regular,2025-03-02 00:02:18,Basic,Monthly,,Active,427,23058.0,55,0,1,4,1
100222,Anusha Bath,Female,India,Delhi,1980-04-27,2022-11-04 12:26:31,Premium,2023-07-28 12:26:31,Premium,Annual,,Active,1377,75184.2,5,0,0,5,0
100223,Brinda Date,Male,India,Maharashtra,2001-07-09,2024-01-19 19:13:44,Regular,2024-10-19 19:13:44,Basic,Monthly,,Active,334,13694.0,40,0,1,4,0
100224,Harshil Arora,Male,India,Karnataka,1994-06-11,2024-08-26 03:33:29,Regular,2025-07-25 03:33:29,Basic,Monthly,,Active,353,16944.0,48,0,1,3,1
100225,Upasna Srinivas,Male,India,Delhi,1981-05-21,2024-06-01 23:18:52,Premium,2025-02-06 23:18:52,Premium,Monthly,,Active,989,34713.9,17,0,0,5,0
100226,Harini Gour,Male,India,Maharashtra,1971-11-17,2024-03-25 14:31:49,Regular,2024-08-14 14:31:49,Basic,Monthly,,Active,314,17270.0,45,0,1,5,2
100227,Zayyan Sridhar,Female,India,Gujarat,1995-04-17,2024-01-24 04:54:42,Regular,2024-12-12 04:54:42,Basic,Monthly,,Active,387,18189.0,37,0,0,4,3
100228,Dhruv Rattan,Male,India,Uttar Pradesh,1965-12-29,2022-12-19 07:03:51,Regular,2023-10-01 07:03:51,Basic,Annual,,Active,316,4108.0,12,0,0,5,1
100229,Ethan Bera,Female,India,Maharashtra,1974-06-17,2023-03-01 08:19:10,Regular,2023-05-24 08:19:10,Basic,Annual,,Active,336,13104.0,31,0,1,4,2
100230,Manthan Modi,Female,India,Gujarat,1972-08-30,2024-08-25 18:42:47,Regular,2025-02-08 18:42:47,Standard,Monthly,,Active,893,52687.0,55,0,1,3,3
100231,Yuvraj Dani,Female,India,Tamil Nadu,1977-08-26,2022-01-06 09:10:41,Regular,2022-12-12 09:10:41,Standard,Monthly,2022-04-09 09:10:41,Poor Service,537,27387.0,84,1,0,2,5
100232,Upkaar Virk,Male,India,Delhi,1996-11-19,2024-06-16 22:57:21,Regular,2024-10-18 22:57:21,Basic,Monthly,,Active,317,8876.0,39,0,1,4,1
100233,Shravya Savant,Female,India,Tamil Nadu,1973-11-30,2024-08-13 20:35:13,Regular,2025-01-14 20:35:13,Standard,Monthly,,Active,508,26416.0,47,0,1,5,1
100234,Pushti Mody,Male,India,Delhi,1968-05-02,2023-01-22 17:21:50,Premium,2023-03-16 17:21:50,Premium,Monthly,2023-08-29 17:21:50,Poor Service,925,58922.5,65,1,0,5,3
100235,Hardik Johal,Male,India,Gujarat,1969-01-25,2022-07-09 09:49:36,Premium,2023-05-18 09:49:36,Premium,Monthly,2023-02-05 09:49:36,High Pricing,1176,71853.6,71,1,0,5,3
100236,Aishani Bumb,Female,India,Maharashtra,1993-03-10,2024-12-25 12:25:18,Regular,2025-04-25 12:25:18,Basic,Annual,2025-04-15 12:25:18,Poor Service,341,14663.0,69,1,1,1,1
100237,Wriddhish Ghose,Male,India,Tamil Nadu,1979-08-25,2024-08-17 12:45:39,Premium,2024-11-05 12:45:39,Premium,Monthly,,Active,1341,62758.8,26,0,0,5,1
100238,Naksh Agate,Male,India,Tamil Nadu,1994-05-17,2024-04-29 10:16:26,Regular,2024-12-14 10:16:26,Standard,Monthly,,Active,583,13992.0,30,0,0,4,0
100239,Shravya Singhal,Female,India,Maharashtra,1984-09-13,2022-05-06 10:26:22,Regular,2022-11-08 10:26:22,Basic,Monthly,,Active,391,9775.0,29,0,0,4,3
100240,Bachittar Kata,Male,India,Karnataka,1992-07-05,2022-02-21 10:48:27,Regular,2022-08-16 10:48:27,Basic,Monthly,,Active,412,22660.0,35,0,1,3,1
100241,Barkha Setty,Female,India,Rajasthan,1986-03-22,2023-02-19 13:23:36,Regular,2023-06-21 13:23:36,Basic,Monthly,,Active,364,13104.0,54,0,1,4,2
100242,Vivaan Lalla,Female,India,Delhi,2000-08-14,2022-01-09 18:36:28,Regular,2022-09-02 18:36:28,Standard,Annual,,Active,654,30084.0,29,0,0,5,0
100243,Pavani Contractor,Female,India,Gujarat,1981-08-24,2022-12-07 13:40:33,Regular,2023-01-10 13:40:33,Basic,Monthly,2023-05-16 13:40:33,Poor Service,351,14040.0,79,1,0,2,5
100244,Manthan Lata,Male,India,Uttar Pradesh,1990-09-26,2022-11-17 19:33:40,Regular,2023-03-18 19:33:40,Standard,Monthly,,Active,634,16484.0,50,0,1,3,1
100245,Ekbal Bhasin,Male,India,Telangana,1991-05-25,2023-03-22 21:12:14,Regular,2024-02-25 21:12:14,Basic,Annual,,Active,376,9776.0,19,0,0,4,2
100246,Damyanti Mani,Female,India,Gujarat,2002-06-22,2024-09-10 11:29:35,Premium,2024-11-24 11:29:35,Premium,Monthly,,Active,1196,90178.40000000001,42,0,2,5,1
100247,Jeet Sidhu,Male,India,Telangana,1987-01-01,2023-05-18 22:06:41,Regular,2023-11-06 22:06:41,Basic,Annual,,Active,372,21576.0,11,0,0,3,1
100248,Neha Magar,Female,India,Uttar Pradesh,2004-05-12,2023-01-22 12:31:14,Premium,2023-10-28 12:31:14,Premium,Monthly,,Active,1278,84731.40000000001,21,0,0,4,0
100249,Raksha Buch,Female,India,Delhi,1969-02-16,2022-12-15 23:07:03,Premium,2023-08-25 23:07:03,Premium,Monthly,,Active,979,35635.6,55,0,0,3,1
100250,Rachana Naidu,Female,India,Delhi,1967-10-01,2024-05-25 04:12:30,Regular,2024-12-07 04:12:30,Basic,Annual,2025-02-17 04:12:30,Poor Service,311,11196.0,69,1,0,2,2
100251,Atharv Chand,Male,India,Delhi,1982-07-14,2024-03-23 21:04:41,Regular,2025-03-05 21:04:41,Standard,Annual,,Active,511,17374.0,15,0,0,4,0
100252,Ansh Luthra,Male,India,Rajasthan,2005-06-16,2022-09-11 21:33:17,Regular,2023-04-25 21:33:17,Basic,Monthly,2023-02-27 21:33:17,Relocation,357,20349.0,67,1,3,4,1
100253,Parth Singhal,Female,India,Tamil Nadu,1967-07-15,2023-08-30 17:35:24,Premium,2024-08-23 17:35:24,Premium,Monthly,,Active,1443,80663.7,26,0,0,3,1
100254,Arunima Golla,Male,India,Maharashtra,2000-12-26,2023-12-21 17:48:37,Regular,2024-06-26 17:48:37,Standard,Annual,,Active,736,30912.0,38,0,1,4,1
100255,Vyanjana Chand,Male,India,Uttar Pradesh,1987-08-29,2024-11-23 19:02:44,Regular,2025-05-22 19:02:44,Basic,Monthly,2025-01-29 19:02:44,Poor Service,418,14212.0,81,1,0,1,5
100256,Ijaya Rege,Female,India,Delhi,2004-05-17,2023-05-31 03:33:40,Regular,2024-02-08 03:33:40,Basic,Monthly,,Active,352,17248.0,29,0,0,4,1
100257,Ekani Cheema,Female,India,Maharashtra,1983-01-10,2024-08-20 13:31:27,Regular,2025-04-22 13:31:27,Basic,Annual,,Active,300,8400.0,44,0,2,3,0
100258,Forum Sabharwal,Female,India,Gujarat,1997-09-04,2023-08-18 03:11:36,Premium,2024-07-11 03:11:36,Premium,Monthly,,Active,1208,62816.0,28,0,0,5,1
100259,Bhavya Rattan,Female,India,Delhi,1975-10-03,2022-01-20 08:20:17,Regular,2022-03-28 08:20:17,Standard,Annual,,Active,708,9204.0,12,0,0,4,1
100260,Suhani Chakrabarti,Male,India,Uttar Pradesh,1991-08-27,2023-11-08 21:27:08,Premium,2024-04-28 21:27:08,Premium,Annual,,Active,1230,35178.0,4,0,0,3,2
100261,Zayyan Naik,Female,India,Maharashtra,1967-09-13,2024-10-06 17:07:03,Regular,2024-11-15 17:07:03,Basic,Annual,,Active,401,10827.0,43,0,2,4,2
100262,Netra Varkey,Female,India,Uttar Pradesh,2003-10-05,2023-09-15 00:19:51,Regular,2024-07-21 00:19:51,Basic,Annual,,Active,412,11536.0,47,0,3,4,0
100263,Turvi Sachdev,Male,India,Gujarat,1976-08-02,2023-05-17 10:51:17,Premium,2023-07-24 10:51:17,Premium,Monthly,,Active,1167,48547.200000000004,25,0,0,5,2
100264,Raghav Vasa,Male,India,Maharashtra,1979-07-09,2024-02-14 04:57:37,Regular,2024-05-09 04:57:37,Basic,Monthly,,Active,299,9568.0,49,0,1,5,1
100265,Wishi Sathe,Female,India,Rajasthan,2003-05-22,2023-12-01 04:41:00,Premium,2024-04-20 04:41:00,Premium,Monthly,,Active,1349,29812.9,27,0,0,5,2
100266,Samar Loke,Female,India,Gujarat,1979-06-28,2023-01-16 12:25:58,Regular,2023-07-12 12:25:58,Basic,Annual,,Active,401,22857.0,24,0,1,5,1
100267,Bhavna Sarma,Female,India,Karnataka,1967-06-28,2023-05-12 02:45:02,Regular,2024-04-13 02:45:02,Basic,Annual,,Active,454,25424.0,52,0,3,4,2
100268,Jairaj Balakrishnan,Female,India,Delhi,1995-05-24,2022-11-23 08:43:36,Regular,2023-01-25 08:43:36,Standard,Monthly,,Active,564,19176.0,27,0,0,4,0
100269,Nathan Mukhopadhyay,Male,India,Uttar Pradesh,2000-04-04,2023-11-19 22:55:59,Premium,2024-10-14 22:55:59,Premium,Monthly,,Active,1296,72446.40000000001,37,0,1,5,2
100270,Nikita Chander,Male,India,Karnataka,2003-12-27,2023-02-16 11:11:53,Premium,2024-02-12 11:11:53,Premium,Annual,,Active,1083,70395.0,10,0,0,4,1
100271,Ishaan Shenoy,Female,India,Maharashtra,1978-10-31,2024-04-01 05:39:09,Regular,2024-08-08 05:39:09,Basic,Monthly,2025-03-30 05:39:09,Poor Service,478,26768.0,83,1,1,2,2
100272,Mitesh Tara,Female,India,Maharashtra,1994-12-04,2024-04-01 10:40:47,Regular,2025-01-15 10:40:47,Basic,Monthly,2024-07-30 10:40:47,Poor Service,342,16758.0,68,1,0,1,1
100273,Yashodhara Mahajan,Female,India,Karnataka,1972-01-31,2024-10-17 06:44:38,Regular,2025-08-11 06:44:38,Standard,Annual,,Active,892,35680.0,36,0,1,4,1
100274,Vasudha Sodhi,Female,India,Telangana,1990-07-24,2024-02-09 08:51:03,Regular,2024-05-07 08:51:03,Standard,Annual,2024-08-02 08:51:03,Poor Service,628,26376.0,64,1,0,2,1
100275,Tanmayi Dhillon,Male,India,Delhi,1968-08-24,2023-01-30 13:26:51,Regular,2024-01-17 13:26:51,Standard,Annual,,Active,746,26856.0,27,0,0,5,1
100276,Rayaan Trivedi,Male,India,Karnataka,1983-10-05,2024-04-20 19:52:49,Regular,2024-07-03 19:52:49,Basic,Annual,,Active,456,5928.0,35,0,1,5,1
100277,Ekaraj Majumdar,Female,India,Maharashtra,1996-08-06,2023-11-08 01:50:15,Premium,2024-10-05 01:50:15,Premium,Monthly,,Active,989,42428.1,16,0,0,4,0
100278,Harini Tripathi,Female,India,Karnataka,1991-09-07,2023-12-25 22:58:44,Regular,2024-08-16 22:58:44,Standard,Annual,,Active,570,27360.0,15,0,0,3,0
100279,Aarnav Mandal,Female,India,Rajasthan,1993-11-04,2022-10-28 18:58:23,Premium,2023-03-18 18:58:23,Premium,Monthly,,Active,974,69641.0,26,0,0,4,3
100280,Vrishti Dixit,Female,India,Karnataka,1969-12-12,2024-05-12 09:35:24,Regular,2025-02-06 09:35:24,Standard,Annual,,Active,592,15392.0,14,0,0,4,1
100281,Veda Pai,Female,India,Rajasthan,1993-03-07,2024-11-08 10:52:13,Regular,2025-04-10 10:52:13,Basic,Monthly,,Active,326,5542.0,51,0,1,3,4
100282,Krishna Shah,Male,India,Delhi,1967-03-17,2022-09-09 12:59:04,Premium,2023-03-16 12:59:04,Premium,Monthly,,Active,1211,69269.2,43,0,1,4,0
100283,Ranbir Khare,Male,India,Maharashtra,2002-08-18,2022-09-08 22:05:25,Regular,2023-08-19 22:05:25,Standard,Monthly,2022-12-30 22:05:25,Poor Service,737,16214.0,76,1,0,2,2
100284,Vivaan Roy,Male,India,Uttar Pradesh,1976-05-10,2024-07-05 01:42:20,Premium,2024-08-04 01:42:20,Premium,Monthly,,Active,927,27717.3,29,0,1,4,0
100285,Eesha Solanki,Female,India,Delhi,1995-01-11,2023-07-11 18:37:26,Premium,2024-01-30 18:37:26,Premium,Annual,,Active,1241,56465.5,16,0,1,4,1
100286,Libni Doshi,Male,India,Tamil Nadu,1965-03-13,2022-07-31 16:38:24,Regular,2023-06-15 16:38:24,Standard,Annual,,Active,818,11452.0,11,0,0,5,1
100287,Balhaar Date,Male,India,Rajasthan,1965-01-28,2024-03-13 09:13:11,Regular,2024-11-15 09:13:11,Standard,Annual,,Active,836,34276.0,21,0,0,4,1
100288,Harish Sarraf,Female,India,Maharashtra,1988-09-17,2023-01-18 20:41:10,Regular,2023-08-17 20:41:10,Basic,Annual,,Active,435,13050.0,44,0,3,4,1
100289,Tanmayi Aurora,Male,India,Maharashtra,1975-11-28,2022-10-04 20:53:10,Regular,2023-05-08 20:53:10,Basic,Monthly,,Active,446,24976.0,32,0,0,5,1
100290,Nimrat Dubey,Female,India,Telangana,1989-07-09,2024-10-09 10:01:10,Regular,2025-02-09 10:01:10,Basic,Annual,,Active,336,18144.0,14,0,0,5,0
100291,Upasna Lanka,Male,India,Karnataka,1984-04-26,2022-07-30 23:21:02,Regular,2022-10-08 23:21:02,Basic,Annual,,Active,494,8892.0,35,0,1,5,0
100292,Mitali Buch,Male,India,Maharashtra,1983-04-27,2022-05-21 11:33:58,Regular,2022-08-09 11:33:58,Basic,Annual,,Active,348,8004.0,28,0,1,5,0
